団体コード,"都道府県名
 （漢字）","市区町村名
 （漢字）","都道府県名
 （カナ）","市区町村名
 （カナ）",自治体のトップページ,会議録のトップページ, 自治体数,公開自治体数,公開自治体率
213624,岐阜県,関ケ原町,ｷﾞﾌｹﾝ,ｾｷｶﾞﾊﾗﾁｮｳ,http://www.town.sekigahara.gifu.jp/,http://www.town.sekigahara.gifu.jp/2679.htm,,,
213811,岐阜県,神戸町,ｷﾞﾌｹﾝ,ｺﾞｳﾄﾞﾁｮｳ,http://www.town.godo.gifu.jp/,,,,
213829,岐阜県,輪之内町,ｷﾞﾌｹﾝ,ﾜﾉｳﾁﾁｮｳ,http://town.wanouchi.gifu.jp/,http://town.wanouchi.gifu.jp/organization/election/kaigiroku/,,,
213837,岐阜県,安八町,ｷﾞﾌｹﾝ,ｱﾝﾊﾟﾁﾁｮｳ,http://www.town.anpachi.gifu.jp/,,,,
214019,岐阜県,揖斐川町,ｷﾞﾌｹﾝ,ｲﾋﾞｶﾞﾜﾁｮｳ,http://www.town.ibigawa.lg.jp/,,,,
214035,岐阜県,大野町,ｷﾞﾌｹﾝ,ｵｵﾉﾁｮｳ,http://www.town-ono.jp/,,,,
214043,岐阜県,池田町,ｷﾞﾌｹﾝ,ｲｹﾀﾞﾁｮｳ,https://www.town.gifu-ikeda.lg.jp/,,,,
214213,岐阜県,北方町,ｷﾞﾌｹﾝ,ｷﾀｶﾞﾀﾁｮｳ,http://www.town.kitagata.gifu.jp/,http://www.town.kitagata.gifu.jp/second/Parliament.html,,,
215015,岐阜県,坂祝町,ｷﾞﾌｹﾝ,ｻｶﾎｷﾞﾁｮｳ,http://www.town.sakahogi.gifu.jp/,,,,
215023,岐阜県,富加町,ｷﾞﾌｹﾝ,ﾄﾐｶﾁｮｳ,http://www1.g-reiki.net/tomika/reiki_taikei/taikei_default.html,http://www.town.tomika.gifu.jp/shisei/gikai/index.html,,,
215031,岐阜県,川辺町,ｷﾞﾌｹﾝ,ｶﾜﾍﾞﾁｮｳ,http://www.kawabe-gifu.jp/,,,,
215040,岐阜県,七宗町,ｷﾞﾌｹﾝ,ﾋﾁｿｳﾁｮｳ,http://www.hichiso.jp/,http://www.hichiso.jp/gikai/gijiroku,,,
215058,岐阜県,八百津町,ｷﾞﾌｹﾝ,ﾔｵﾂﾁｮｳ,http://www.town.yaotsu.lg.jp/top.cfm,,,,
215066,岐阜県,白川町,ｷﾞﾌｹﾝ,ｼﾗｶﾜﾁｮｳ,https://www.town.shirakawa.lg.jp/forms/top/top.aspx,,,,
215074,岐阜県,東白川村,ｷﾞﾌｹﾝ,ﾋｶﾞｼｼﾗｶﾜﾑﾗ,http://www.vill.higashishirakawa.gifu.jp/,http://www.vill.higashishirakawa.gifu.jp/con14.htm#003,,,
215210,岐阜県,御嵩町,ｷﾞﾌｹﾝ,ﾐﾀｹﾁｮｳ,http://www.town.mitake.gifu.jp/,http://www.town.mitake.gifu.jp/gikai/gijiroku/gikai_kaigiroku_index.html,,,
216046,岐阜県,白川村,ｷﾞﾌｹﾝ,ｼﾗｶﾜﾑﾗ,http://shirakawa-go.org/,,,,
220001,静岡県,,ｼｽﾞｵｶｹﾝ,,https://www.pref.shizuoka.jp/index.html,https://www.pref.shizuoka.jp/gikai/,,,
221007,静岡県,静岡市,ｼｽﾞｵｶｹﾝ,ｼｽﾞｵｶｼ,http://www.city.shizuoka.jp/,http://asp.db-search.com/shizuoka-c/dsweb.cgi/,,,
221309,静岡県,浜松市,ｼｽﾞｵｶｹﾝ,ﾊﾏﾏﾂｼ,https://www.city.hamamatsu.shizuoka.jp/,http://www.kaigiroku.net/kensaku/cgi-bin/WWWframeBase.exe?A=frameBase&USR=sizhams&PWD=&L=1&S=31&Y=,,,
222038,静岡県,沼津市,ｼｽﾞｵｶｹﾝ,ﾇﾏﾂﾞｼ,http://www.city.numazu.shizuoka.jp/,http://ami-search.amivoice.com/numazu/usr/search.exe,,,
222054,静岡県,熱海市,ｼｽﾞｵｶｹﾝ,ｱﾀﾐｼ,http://www.city.atami.shizuoka.jp/,http://www.kaigiroku.net/kensaku/atami/atami.html,,,
222062,静岡県,三島市,ｼｽﾞｵｶｹﾝ,ﾐｼﾏｼ,https://www.city.mishima.shizuoka.jp/,http://www.kaigiroku.net/kensaku/mishima/mishima.html,,,
222071,静岡県,富士宮市,ｼｽﾞｵｶｹﾝ,ﾌｼﾞﾉﾐﾔｼ,http://www.city.fujinomiya.shizuoka.jp/,http://www.kaigiroku.net/kensaku/fujinomiya/fujinomiya.html,,,
222089,静岡県,伊東市,ｼｽﾞｵｶｹﾝ,ｲﾄｳｼ,http://www.city.ito.shizuoka.jp/,http://itoshigikai.gijiroku.com/voices/,,,
222097,静岡県,島田市,ｼｽﾞｵｶｹﾝ,ｼﾏﾀﾞｼ,https://www.city.shimada.shizuoka.jp/,http://www.db-search.com/shimada-c/index.php/,,,
222101,静岡県,富士市,ｼｽﾞｵｶｹﾝ,ﾌｼﾞｼ,http://www.city.fuji.shizuoka.jp/,http://www25.city.fuji.shizuoka.jp/voices/,,,
222119,静岡県,磐田市,ｼｽﾞｵｶｹﾝ,ｲﾜﾀｼ,http://www.city.iwata.shizuoka.jp/,http://www.city.iwata.shizuoka.jp/shigikai/kensaku.php,,,
222127,静岡県,焼津市,ｼｽﾞｵｶｹﾝ,ﾔｲﾂﾞｼ,https://www.city.yaizu.lg.jp/,http://asp.db-search.com/yaizu-c/dsweb.cgi/,,,
222135,静岡県,掛川市,ｼｽﾞｵｶｹﾝ,ｶｹｶﾞﾜｼ,http://www.city.kakegawa.shizuoka.jp/,http://www.city.kakegawa.shizuoka.jp/city/shigikai/kaigirokukensaku.html,,,
222143,静岡県,藤枝市,ｼｽﾞｵｶｹﾝ,ﾌｼﾞｴﾀﾞｼ,http://www.city.fujieda.shizuoka.jp/,http://fujieda.gijiroku.com/voices/g08v_search.asp,,,
222151,静岡県,御殿場市,ｼｽﾞｵｶｹﾝ,ｺﾞﾃﾝﾊﾞｼ,http://city.gotemba.shizuoka.jp/,http://www.kensakusystem.jp/gotemba/,,,
222160,静岡県,袋井市,ｼｽﾞｵｶｹﾝ,ﾌｸﾛｲｼ,http://www.city.fukuroi.shizuoka.jp/,http://asp.db-search.com/fukuroi-c/dsweb.cgi/,,,
222194,静岡県,下田市,ｼｽﾞｵｶｹﾝ,ｼﾓﾀﾞｼ,http://www.city.shimoda.shizuoka.jp/,http://www.city.shimoda.shizuoka.jp/category/090100kaigiroku/index.html,,,
222208,静岡県,裾野市,ｼｽﾞｵｶｹﾝ,ｽｿﾉｼ,http://www.city.susono.shizuoka.jp/,http://www.kaigiroku.net/kensaku/susono/susono.html,,,
222216,静岡県,湖西市,ｼｽﾞｵｶｹﾝ,ｺｻｲｼ,http://www.city.kosai.shizuoka.jp/,http://www.city.kosai.shizuoka.jp/dd.aspx?menuid=2144,,,
222224,静岡県,伊豆市,ｼｽﾞｵｶｹﾝ,ｲｽﾞｼ,http://www.city.izu.shizuoka.jp/,http://www.city.izu.shizuoka.jp/form1.php?pid=2482,,,
222232,静岡県,御前崎市,ｼｽﾞｵｶｹﾝ,ｵﾏｴｻﾞｷｼ,http://www.city.omaezaki.shizuoka.jp/,http://www.kaigiroku.net/kensaku/omaezaki/omaezaki.html,,,
222241,静岡県,菊川市,ｼｽﾞｵｶｹﾝ,ｷｸｶﾞﾜｼ,http://www.city.kikugawa.shizuoka.jp/,http://www.kaigiroku.net/kensaku/kikukawa/kikukawa.html,,,
222259,静岡県,伊豆の国市,ｼｽﾞｵｶｹﾝ,ｲｽﾞﾉｸﾆｼ,https://www.city.izunokuni.shizuoka.jp/,http://www.kaigiroku.net/kensaku/izunokuni/izunokuni.html,,,
222267,静岡県,牧之原市,ｼｽﾞｵｶｹﾝ,ﾏｷﾉﾊﾗｼ,http://www.city.makinohara.shizuoka.jp/,http://www.city.makinohara.shizuoka.jp/bg/gikai/cat/268_eizouhaisin_kaigiroku.html,,,
223018,静岡県,東伊豆町,ｼｽﾞｵｶｹﾝ,ﾋｶﾞｼｲｽﾞﾁｮｳ,http://www.town.higashiizu.shizuoka.jp/,http://www.town.higashiizu.shizuoka.jp/bg/gikai/cat/71_gijiroku.html,,,
223026,静岡県,河津町,ｼｽﾞｵｶｹﾝ,ｶﾜﾂﾞﾁｮｳ,http://www.town.kawazu.shizuoka.jp/,,,,
223042,静岡県,南伊豆町,ｼｽﾞｵｶｹﾝ,ﾐﾅﾐｲｽﾞﾁｮｳ,http://www.town.minamiizu.shizuoka.jp/,http://www.town.minamiizu.shizuoka.jp/bunya/tyougikai/,,,
223051,静岡県,松崎町,ｼｽﾞｵｶｹﾝ,ﾏﾂｻﾞｷﾁｮｳ,http://www.town.matsuzaki.shizuoka.jp/,http://www.town.matsuzaki.shizuoka.jp/categories/guide/chogikai/,,,
223069,静岡県,西伊豆町,ｼｽﾞｵｶｹﾝ,ﾆｼｲｽﾞﾁｮｳ,https://www.town.nishiizu.shizuoka.jp/,https://www.town.nishiizu.shizuoka.jp/kakuka/gikai/gijiroku/index.html,,,
223255,静岡県,函南町,ｼｽﾞｵｶｹﾝ,ｶﾝﾅﾐﾁｮｳ,http://www.town.kannami.shizuoka.jp/,http://www.kaigiroku.net/kensaku/kannami/kannami.html,,,
223417,静岡県,清水町,ｼｽﾞｵｶｹﾝ,ｼﾐｽﾞﾁｮｳ,http://www.town.shimizu.shizuoka.jp/,http://asp.db-search.com/shimizu-t/dsweb.cgi/,,,
223425,静岡県,長泉町,ｼｽﾞｵｶｹﾝ,ﾅｶﾞｲｽﾞﾐﾁｮｳ,http://japan.nagaizumi.org/,http://asp.db-search.com/nagaizumi-t/dsweb.cgi/,,,
223441,静岡県,小山町,ｼｽﾞｵｶｹﾝ,ｵﾔﾏﾁｮｳ,http://www.fuji-oyama.jp/index.html,http://www.fuji-oyama.jp/oyama_gikai/kaigi/kaigiroku.html,,,
224243,静岡県,吉田町,ｼｽﾞｵｶｹﾝ,ﾖｼﾀﾞﾁｮｳ,http://www.town.yoshida.shizuoka.jp/,http://www.town.yoshida.shizuoka.jp/1376.htm,,,
224294,静岡県,川根本町,ｼｽﾞｵｶｹﾝ,ｶﾜﾈﾎﾝﾁｮｳ,https://www.town.kawanehon.shizuoka.jp/,http://www.town.kawanehon.shizuoka.jp/gikai/giji/default.asp,,,
224618,静岡県,森町,ｼｽﾞｵｶｹﾝ,ﾓﾘﾏﾁ,http://www.town.morimachi.shizuoka.jp/,http://www.town.morimachi.shizuoka.jp/docs/2014050200073/,,,
230006,愛知県,,ｱｲﾁｹﾝ,,http://www.pref.aichi.jp/,http://asp.db-search.com/aichi/,,,
231002,愛知県,名古屋市,ｱｲﾁｹﾝ,ﾅｺﾞﾔｼ,http://www.city.nagoya.jp/,http://www.kaigiroku.net/kensaku/nagoya/nagoya.html,,,
232017,愛知県,豊橋市,ｱｲﾁｹﾝ,ﾄﾖﾊｼｼ,http://www.city.toyohashi.lg.jp/,http://www.kaigiroku.net/kensaku/toyohashi/toyohashi.html,,,
232025,愛知県,岡崎市,ｱｲﾁｹﾝ,ｵｶｻﾞｷｼ,http://www.city.okazaki.lg.jp/index.html,http://www.kaigiroku.net/kensaku/okazaki/menu.html,,,
232033,愛知県,一宮市,ｱｲﾁｹﾝ,ｲﾁﾉﾐﾔｼ,http://www.city.ichinomiya.aichi.jp/,http://www.kaigiroku.net/kensaku/ichinomiya/ichinomiya.html,,,
232041,愛知県,瀬戸市,ｱｲﾁｹﾝ,ｾﾄｼ,http://www.city.seto.aichi.jp/,http://www.kaigiroku.net/kensaku/seto/seto.html,,,
232050,愛知県,半田市,ｱｲﾁｹﾝ,ﾊﾝﾀﾞｼ,https://www.city.handa.lg.jp/,http://www.kaigiroku.net/kensaku/handa/handa.html,,,
232068,愛知県,春日井市,ｱｲﾁｹﾝ,ｶｽｶﾞｲｼ,http://www.city.kasuga.fukuoka.jp/,http://asp.db-search.com/kasuga-c/dsweb.cgi/,,,
232076,愛知県,豊川市,ｱｲﾁｹﾝ,ﾄﾖｶﾜｼ,https://www.city.toyokawa.lg.jp/,http://www.kaigiroku.net/kensaku/toyokawa/toyokawa.html,,,
232084,愛知県,津島市,ｱｲﾁｹﾝ,ﾂｼﾏｼ,https://www.city.tsushima.lg.jp/,http://www.db-search.com/tsushima-c/index.php/,,,
232092,愛知県,碧南市,ｱｲﾁｹﾝ,ﾍｷﾅﾝｼ,http://www.city.hekinan.aichi.jp/,http://asp.db-search.com/hekinan-c/,,,
232106,愛知県,刈谷市,ｱｲﾁｹﾝ,ｶﾘﾔｼ,https://www.city.kariya.lg.jp/,http://www.kaigiroku.net/kensaku/kariya/kariya.html,,,
232114,愛知県,豊田市,ｱｲﾁｹﾝ,ﾄﾖﾀｼ,http://www.city.toyota.aichi.jp/,http://www.kensakusystem.jp/toyota-c/cgi-bin2/See.exe?Code=26hbrjvwmal0uehisb,,,
232122,愛知県,安城市,ｱｲﾁｹﾝ,ｱﾝｼﾞｮｳｼ,https://www.city.anjo.aichi.jp/,http://www.kaigiroku.net/kensaku/anjo/anjo.html,,,
232131,愛知県,西尾市,ｱｲﾁｹﾝ,ﾆｼｵｼ,http://www.city.nishio.aichi.jp/,http://asp.db-search.com/nishio-c/,,,
232149,愛知県,蒲郡市,ｱｲﾁｹﾝ,ｶﾞﾏｺﾞｵﾘｼ,http://www.city.gamagori.lg.jp/,http://www.kaigiroku.net/kensaku/gamagori/gamagori.html,,,
232157,愛知県,犬山市,ｱｲﾁｹﾝ,ｲﾇﾔﾏｼ,http://www.city.inuyama.aichi.jp/,http://www.city.inuyama.aichi.jp/shisei/gikai/1000467/index.html,,,
232165,愛知県,常滑市,ｱｲﾁｹﾝ,ﾄｺﾅﾒｼ,http://www.city.tokoname.aichi.jp/,http://www.kaigiroku.net/kensaku/tokoname/tokoname.html,,,
232173,愛知県,江南市,ｱｲﾁｹﾝ,ｺｳﾅﾝｼ,http://www.city.konan.lg.jp/,http://www.gikai-tv.jp/dvl-konan/,,,
232190,愛知県,小牧市,ｱｲﾁｹﾝ,ｺﾏｷｼ,http://www.city.komaki.aichi.jp/,http://komaki.gijiroku.com/voices/g08v_search.asp,,,
232203,愛知県,稲沢市,ｱｲﾁｹﾝ,ｲﾅｻﾞﾜｼ,http://www.city.inazawa.aichi.jp/,http://inazawa.gijiroku.com/voices/,,,
232211,愛知県,新城市,ｱｲﾁｹﾝ,ｼﾝｼﾛｼ,http://www.city.shinshiro.lg.jp/,http://www.db-search.com/shinshiro-c/index.php/,,,
232220,愛知県,東海市,ｱｲﾁｹﾝ,ﾄｳｶｲｼ,http://www.city.tokai.aichi.jp/,http://www.kensakusystem.jp/tokai/cgi-bin2/ResultFrame.exe?Code=xfyuy4gnohyifwnqdv,,,
232238,愛知県,大府市,ｱｲﾁｹﾝ,ｵｵﾌﾞｼ,http://www.city.obu.aichi.jp/,http://obu.gijiroku.com/,,,
232246,愛知県,知多市,ｱｲﾁｹﾝ,ﾁﾀｼ,http://www.city.chita.lg.jp/,http://www.kaigiroku.net/kensaku/chita/chita.html,,,
232254,愛知県,知立市,ｱｲﾁｹﾝ,ﾁﾘｭｳｼ,http://www.city.chiryu.aichi.jp/,http://www.kensakusystem.jp/chiryu/cgi-bin3/See.exe?Code=18n9mx7qcmcg009m5a,,,
232262,愛知県,尾張旭市,ｱｲﾁｹﾝ,ｵﾜﾘｱｻﾋｼ,http://www.city.owariasahi.lg.jp/,http://www.kaigiroku.net/kensaku/owariasahi/menu.html,,,
232271,愛知県,高浜市,ｱｲﾁｹﾝ,ﾀｶﾊﾏｼ,http://www.city.takahama.lg.jp/,http://www.city.takahama.lg.jp/grpbetu/gikai/index.html,,,
232289,愛知県,岩倉市,ｱｲﾁｹﾝ,ｲﾜｸﾗｼ,http://www.city.iwakura.aichi.jp/,http://www.kensakusystem.jp/iwakura/sapphire.html,,,
232297,愛知県,豊明市,ｱｲﾁｹﾝ,ﾄﾖｱｹｼ,http://www.city.toyoake.lg.jp/,http://www.db-search.com/toyoake-c/index.php/,,,
232301,愛知県,日進市,ｱｲﾁｹﾝ,ﾆｯｼﾝｼ,http://www.city.nisshin.lg.jp/,http://www.kaigiroku.net/kensaku/cgi-bin/WWWframeBase.exe?A=frameBase&USR=aicniss&PWD=&L=1&S=31,,,
232319,愛知県,田原市,ｱｲﾁｹﾝ,ﾀﾊﾗｼ,http://www.city.tahara.aichi.jp/,http://www.kaigiroku.net/kensaku/tahara/tahara.html,,,
232327,愛知県,愛西市,ｱｲﾁｹﾝ,ｱｲｻｲｼ,http://www.city.aisai.lg.jp/,https://www.city.aisai.lg.jp/category_list.php?frmCd=6-2-3-0-0,,,
232335,愛知県,清須市,ｱｲﾁｹﾝ,ｷﾖｽｼ,http://www.city.kiyosu.aichi.jp/,http://www.city.kiyosu.aichi.jp/gikai/kaigiroku/index.html,,,
232343,愛知県,北名古屋市,ｱｲﾁｹﾝ,ｷﾀﾅｺﾞﾔｼ,http://www.city.kitanagoya.lg.jp/,http://www.kaigiroku.net/kensaku/kitanagoya/kitanagoya.html,,,
232351,愛知県,弥富市,ｱｲﾁｹﾝ,ﾔﾄﾐｼ,http://www.city.yatomi.lg.jp/,http://www.city.yatomi.lg.jp/gikai/1000077/index.html,,,
232360,愛知県,みよし市,ｱｲﾁｹﾝ,ﾐﾖｼｼ,http://www.city.aichi-miyoshi.lg.jp/,http://www.kensakusystem.jp/miyoshi-c/index.html,,,
232378,愛知県,あま市,ｱｲﾁｹﾝ,ｱﾏｼ,http://www.city.ama.aichi.jp/,http://www.db-search.com/ama-c/index.php/,,,
232386,愛知県,長久手市,ｱｲﾁｹﾝ,ﾅｶﾞｸﾃｼ,https://www.city.nagakute.lg.jp/index.html,http://www.kensakusystem.jp/nagakute/index.html,,,
233021,愛知県,東郷町,ｱｲﾁｹﾝ,ﾄｳｺﾞｳﾁｮｳ,http://www.town.aichi-togo.lg.jp/,http://asp.db-search.com/togo-t/dsweb.cgi/,,,
233421,愛知県,豊山町,ｱｲﾁｹﾝ,ﾄﾖﾔﾏﾁｮｳ,http://www.town.toyoyama.lg.jp/,http://www.kaigiroku.net/kensaku/toyoyama/toyoyama.html,,,
233617,愛知県,大口町,ｱｲﾁｹﾝ,ｵｵｸﾞﾁﾁｮｳ,http://www.town.oguchi.aichi.jp/,http://www.town.oguchi.aichi.jp/2741.htm,,,
233625,愛知県,扶桑町,ｱｲﾁｹﾝ,ﾌｿｳﾁｮｳ,http://www.town.fuso.lg.jp/,http://www.kensakusystem.jp/fuso/cgi-bin3/Search2.exe?Code=pk32q3jde5168xiqxi&sTarget=2,,,
234249,愛知県,大治町,ｱｲﾁｹﾝ,ｵｵﾊﾙﾁｮｳ,http://www.town.oharu.aichi.jp/,http://www.town.oharu.aichi.jp/gyosei/gikai04.html,,,
234257,愛知県,蟹江町,ｱｲﾁｹﾝ,ｶﾆｴﾁｮｳ,http://www.town.kanie.aichi.jp/,http://www.town.kanie.aichi.jp/soshiki/20/kaigiroku.html,,,
234273,愛知県,飛島村,ｱｲﾁｹﾝ,ﾄﾋﾞｼﾏﾑﾗ,http://www.vill.tobishima.aichi.jp/,http://www.kaigiroku.net/kensaku/tobishima/tobishima.html,,,
234419,愛知県,阿久比町,ｱｲﾁｹﾝ,ｱｸﾞｲﾁｮｳ,http://www.town.agui.lg.jp/,http://www.kaigiroku.net/kensaku/agui/agui.html,,,
234427,愛知県,東浦町,ｱｲﾁｹﾝ,ﾋｶﾞｼｳﾗﾁｮｳ,http://www.town.aichi-higashiura.lg.jp/,http://www.kaigiroku.net/kensaku/higashiura/higashiura.html,,,
234451,愛知県,南知多町,ｱｲﾁｹﾝ,ﾐﾅﾐﾁﾀﾁｮｳ,http://www.town.minamichita.lg.jp/main/,http://www.town.minamichita.lg.jp/main/gikai/gikai006.html,,,
234460,愛知県,美浜町,ｱｲﾁｹﾝ,ﾐﾊﾏﾁｮｳ,http://www.town.aichi-mihama.lg.jp/,http://www.town.aichi-mihama.lg.jp/docs/2013100801383/,,,
234478,愛知県,武豊町,ｱｲﾁｹﾝ,ﾀｹﾄﾖﾁｮｳ,http://www.town.taketoyo.lg.jp/,http://www.kaigiroku.net/kensaku/taketoyo/taketoyo.html,,,
235016,愛知県,幸田町,ｱｲﾁｹﾝ,ｺｳﾀﾁｮｳ,http://www.town.kota.lg.jp/,"http://www.town.kota.lg.jp/index.cfm/15,0,19,193,html",,,
235610,愛知県,設楽町,ｱｲﾁｹﾝ,ｼﾀﾗﾁｮｳ,http://www.town.shitara.aichi.jp/,"http://www.town.shitara.aichi.jp/sp/index.cfm/14,4032,48,html",,,
235628,愛知県,東栄町,ｱｲﾁｹﾝ,ﾄｳｴｲﾁｮｳ,http://www.town.toei.aichi.jp/,,,,
235636,愛知県,豊根村,ｱｲﾁｹﾝ,ﾄﾖﾈﾑﾗ,http://www.vill.toyone.aichi.jp/,,,,
240001,三重県,,ﾐｴｹﾝ,,http://www.pref.mie.lg.jp/,http://www.kaigiroku.net/kensaku/gikai_pref_mie/gijiroku.html,,,
242012,三重県,津市,ﾐｴｹﾝ,ﾂｼ,http://www.info.city.tsu.mie.jp/,http://www.kaigiroku.net/kensaku/cgi-bin/WWWframeBase.exe?A=frameBase1&USR=mietsus&PWD=&L=0&S=31,,,
242021,三重県,四日市市,ﾐｴｹﾝ,ﾖｯｶｲﾁｼ,http://www5.city.yokkaichi.mie.jp/,http://asp.db-search.com/yokkaichi-c/dsweb.cgi/,,,
242039,三重県,伊勢市,ﾐｴｹﾝ,ｲｾｼ,http://www.city.ise.mie.jp/,http://www.kaigiroku.net/kensaku/ise/ISE.html,,,
242047,三重県,松阪市,ﾐｴｹﾝ,ﾏﾂｻｶｼ,http://www.city.matsusaka.mie.jp/www/toppage/0000000000000/APM03000.html,http://www.kaigiroku.net/kensaku/matsusaka/matsusaka.html,,,
242055,三重県,桑名市,ﾐｴｹﾝ,ｸﾜﾅｼ,http://www.city.kuwana.lg.jp/,http://asp.db-search.com/kuwana-c/dsweb.cgi/,,,
242071,三重県,鈴鹿市,ﾐｴｹﾝ,ｽｽﾞｶｼ,http://www.city.suzuka.lg.jp/,http://www.kensakusystem.jp/suzuka/sapphire.html,,,
242080,三重県,名張市,ﾐｴｹﾝ,ﾅﾊﾞﾘｼ,http://www.city.nabari.lg.jp/,http://www.gijiroku.net/city.nabari/,,,
242098,三重県,尾鷲市,ﾐｴｹﾝ,ｵﾜｾｼ,http://www.city.owase.lg.jp/?g,http://www.city.owase.lg.jp/contents_detail.php?co=cat&frmId=12573&frmCd=34-2-2-0-0,会議録トップページがわかりづらい,,
242101,三重県,亀山市,ﾐｴｹﾝ,ｶﾒﾔﾏｼ,https://www.city.kameyama.mie.jp/,http://www.kensakusystem.jp/kameyama-s/index.html,,,
242110,三重県,鳥羽市,ﾐｴｹﾝ,ﾄﾊﾞｼ,https://www.city.toba.mie.jp/,http://www.kaigiroku.net/kensaku/toba/toba.html,,,
242128,三重県,熊野市,ﾐｴｹﾝ,ｸﾏﾉｼ,http://www.city.kumano.mie.jp/,http://www.city.kumano.mie.jp/gikai/gikai05.html,,,
242144,三重県,いなべ市,ﾐｴｹﾝ,ｲﾅﾍﾞｼ,https://www.city.inabe.mie.jp/,http://www.kensakusystem.jp/inabe-s/,,,
242152,三重県,志摩市,ﾐｴｹﾝ,ｼﾏｼ,https://www.city.shima.mie.jp/,http://www.kensakusystem.jp/shima/,,,
242161,三重県,伊賀市,ﾐｴｹﾝ,ｲｶﾞｼ,http://www.city.iga.lg.jp/,http://www.kensakusystem.jp/iga/cgi-bin3/Search2.exe?Code=lasonglwdlav3r9owm,,,
243035,三重県,木曽岬町,ﾐｴｹﾝ,ｷｿｻｷﾁｮｳ,http://www.town.kisosaki.lg.jp/,http://www.town.kisosaki.lg.jp/contents_detail.php?co=kak&frmId=562,,,
243248,三重県,東員町,ﾐｴｹﾝ,ﾄｳｲﾝﾁｮｳ,http://www.town.toin.lg.jp/,http://www.town.toin.lg.jp/category_list.php?frmCd=8-24-0-0-0,,,
243418,三重県,菰野町,ﾐｴｹﾝ,ｺﾓﾉﾁｮｳ,http://www2.town.komono.mie.jp/,http://www.kensakusystem.jp/komono/sapphire.html,,,
243434,三重県,朝日町,ﾐｴｹﾝ,ｱｻﾋﾁｮｳ,http://www2.town.asahi.mie.jp/,,,,
243442,三重県,川越町,ﾐｴｹﾝ,ｶﾜｺﾞｴﾁｮｳ,http://www.town.kawagoe.mie.jp/,http://www.kensakusystem.jp/kawagoe/,,,
244414,三重県,多気町,ﾐｴｹﾝ,ﾀｷﾁｮｳ,http://www.town.taki.mie.jp/,,,,
244422,三重県,明和町,ﾐｴｹﾝ,ﾒｲﾜﾁｮｳ,http://www.town.meiwa.mie.jp/,http://www.town.meiwa.gunma.jp/gyosei/section/gikai/kaigiroku/kaigiroku.htm,,,
244431,三重県,大台町,ﾐｴｹﾝ,ｵｵﾀﾞｲﾁｮｳ,http://www.odaitown.jp/,http://www.odaitown.jp/gikai/kaigiroku/index.html,,,
244619,三重県,玉城町,ﾐｴｹﾝ,ﾀﾏｷﾁｮｳ,https://kizuna.town.tamaki.mie.jp/town_site/index/,http://www.town.tamaki.mie.jp/gikai/gijiroku.html,,,
244708,三重県,度会町,ﾐｴｹﾝ,ﾜﾀﾗｲﾁｮｳ,http://www.town.watarai.lg.jp/,http://www.town.watarai.lg.jp/category_list.php?frmCd=6-0-0-0-0,,,
244716,三重県,大紀町,ﾐｴｹﾝ,ﾀｲｷﾁｮｳ,http://www.town.taiki.mie.jp/,,,,
244724,三重県,南伊勢町,ﾐｴｹﾝ,ﾐﾅﾐｲｾﾁｮｳ,http://www.town.minamiise.mie.jp/,,,,
245437,三重県,紀北町,ﾐｴｹﾝ,ｷﾎｸﾁｮｳ,http://www.town.mie-kihoku.lg.jp/,,,,
245615,三重県,御浜町,ﾐｴｹﾝ,ﾐﾊﾏﾁｮｳ,http://www.town.aichi-mihama.lg.jp/,,,,
245623,三重県,紀宝町,ﾐｴｹﾝ,ｷﾎｳﾁｮｳ,http://www.town.kiho.mie.jp/,,,,
250007,滋賀県,,ｼｶﾞｹﾝ,,http://www.pref.shiga.lg.jp/,http://www.shigaken-gikai.jp/voices/g08v_search.asp,,,
252018,滋賀県,大津市,ｼｶﾞｹﾝ,ｵｵﾂｼ,http://www.city.otsu.lg.jp/,http://www2.city.otsu.shiga.jp/kaigiroku/,,,
252026,滋賀県,彦根市,ｼｶﾞｹﾝ,ﾋｺﾈｼ,http://www.city.hikone.shiga.jp/,http://asp.db-search.com/hikone-c/,,,
252034,滋賀県,長浜市,ｼｶﾞｹﾝ,ﾅｶﾞﾊﾏｼ,http://www.city.nagahama.shiga.jp/,http://www.gijiroku.net/city.nagahama/,,,
252042,滋賀県,近江八幡市,ｼｶﾞｹﾝ,ｵｳﾐﾊﾁﾏﾝｼ,http://www.city.omihachiman.shiga.jp/,http://www.gijiroku.net/city.omihachiman/,,,
252069,滋賀県,草津市,ｼｶﾞｹﾝ,ｸｻﾂｼ,http://www.city.kusatsu.shiga.jp/,http://kusatsu.gijiroku.com/kusatsu/index.asp,,,
