budget_line_id,jurisdiction_code,jurisdiction_label,fiscal_year,direction,phase_id,phase_label,fund_code,fund_label,fund_source,kan_code,kan_label,kan_source,kou_code,kou_label,kou_source,moku_code,moku_label,moku_source,jikou_code,jikou_label,jikou_source,setsu_code,setsu_label,setsu_source,saisaisetsu_code,saisaisetsu_label,saisaisetsu_source,hierarchy_path,value,currency,source_amount,source_amount_unit,source_row,cofog_division_code,cofog_division_label,cofog_status,cofog_consolidation,cofog_consolidation_scope,cofog_counterpart_ids,cofog_decided_at_level,cofog_basis,cofog_rule_id
132047:2024:expenditure:approved:0c24d3f0c6ff5723,132047,三鷹市,2024,expenditure,approved,当初予算,01,一般会計,01一般会計,03,民生費,03民生費,02,児童福祉費,02児童福祉費,06,多世代交流センター費,06多世代交流センター費,07,東多世代交流センター子育て相談事業費,07東多世代交流センター子育て相談事業費,01,報酬,01報酬,01,時間額職員報酬,01時間額職員報酬,会計01/款03/項02/目06/事項07/節01/細々節01,3251000,JPY,3251,千円,2401,10,社会保護,assigned,retained,,,款,社会福祉・児童福祉・生活保護。COFOG 10 社会保護,minsei
132047:2024:expenditure:approved:b57817553190483d,132047,三鷹市,2024,expenditure,approved,当初予算,01,一般会計,01一般会計,03,民生費,03民生費,02,児童福祉費,02児童福祉費,06,多世代交流センター費,06多世代交流センター費,07,東多世代交流センター子育て相談事業費,07東多世代交流センター子育て相談事業費,03,職員手当等,03職員手当等,01,支援員期末・勤勉手当,01支援員期末・勤勉手当,会計01/款03/項02/目06/事項07/節03/細々節01,891000,JPY,891,千円,2402,10,社会保護,assigned,retained,,,款,社会福祉・児童福祉・生活保護。COFOG 10 社会保護,minsei
132047:2024:expenditure:approved:95aa4e61b4148aa4,132047,三鷹市,2024,expenditure,approved,当初予算,01,一般会計,01一般会計,03,民生費,03民生費,02,児童福祉費,02児童福祉費,06,多世代交流センター費,06多世代交流センター費,07,東多世代交流センター子育て相談事業費,07東多世代交流センター子育て相談事業費,04,共済費,04共済費,01,支援員共済費,01支援員共済費,会計01/款03/項02/目06/事項07/節04/細々節01,597000,JPY,597,千円,2403,10,社会保護,assigned,retained,,,款,社会福祉・児童福祉・生活保護。COFOG 10 社会保護,minsei
132047:2024:expenditure:approved:084fc2c4b5f239e0,132047,三鷹市,2024,expenditure,approved,当初予算,01,一般会計,01一般会計,03,民生費,03民生費,02,児童福祉費,02児童福祉費,06,多世代交流センター費,06多世代交流センター費,07,東多世代交流センター子育て相談事業費,07東多世代交流センター子育て相談事業費,04,共済費,04共済費,01,時間額職員共済費,01時間額職員共済費,会計01/款03/項02/目06/事項07/節04/細々節01,13000,JPY,13,千円,2404,10,社会保護,assigned,retained,,,款,社会福祉・児童福祉・生活保護。COFOG 10 社会保護,minsei
132047:2024:expenditure:approved:19fe160350c785b2,132047,三鷹市,2024,expenditure,approved,当初予算,01,一般会計,01一般会計,03,民生費,03民生費,02,児童福祉費,02児童福祉費,06,多世代交流センター費,06多世代交流センター費,07,東多世代交流センター子育て相談事業費,07東多世代交流センター子育て相談事業費,07,報償費,07報償費,01,助産師謝礼,01助産師謝礼,会計01/款03/項02/目06/事項07/節07/細々節01,55000,JPY,55,千円,2405,10,社会保護,assigned,retained,,,款,社会福祉・児童福祉・生活保護。COFOG 10 社会保護,minsei
132047:2024:expenditure:approved:fb846d82ca383f0e,132047,三鷹市,2024,expenditure,approved,当初予算,01,一般会計,01一般会計,03,民生費,03民生費,02,児童福祉費,02児童福祉費,06,多世代交流センター費,06多世代交流センター費,08,東多世代交流センター移動児童館事業費,08東多世代交流センター移動児童館事業費,07,報償費,07報償費,01,講師謝礼,01講師謝礼,会計01/款03/項02/目06/事項08/節07/細々節01,223000,JPY,223,千円,2406,10,社会保護,assigned,retained,,,款,社会福祉・児童福祉・生活保護。COFOG 10 社会保護,minsei
132047:2024:expenditure:approved:a373d279480456fb,132047,三鷹市,2024,expenditure,approved,当初予算,01,一般会計,01一般会計,03,民生費,03民生費,02,児童福祉費,02児童福祉費,06,多世代交流センター費,06多世代交流センター費,08,東多世代交流センター移動児童館事業費,08東多世代交流センター移動児童館事業費,10,需用費,10需用費,01,諸消耗品費,01諸消耗品費,会計01/款03/項02/目06/事項08/節10/細々節01,45000,JPY,45,千円,2407,10,社会保護,assigned,retained,,,款,社会福祉・児童福祉・生活保護。COFOG 10 社会保護,minsei
132047:2024:expenditure:approved:91f1340cbe42f47b,132047,三鷹市,2024,expenditure,approved,当初予算,01,一般会計,01一般会計,03,民生費,03民生費,02,児童福祉費,02児童福祉費,06,多世代交流センター費,06多世代交流センター費,08,東多世代交流センター移動児童館事業費,08東多世代交流センター移動児童館事業費,10,需用費,10需用費,01,諸賄費,01諸賄費,会計01/款03/項02/目06/事項08/節10/細々節01,18000,JPY,18,千円,2408,10,社会保護,assigned,retained,,,款,社会福祉・児童福祉・生活保護。COFOG 10 社会保護,minsei
132047:2024:expenditure:approved:59cdffff8fad5f5f,132047,三鷹市,2024,expenditure,approved,当初予算,01,一般会計,01一般会計,03,民生費,03民生費,02,児童福祉費,02児童福祉費,06,多世代交流センター費,06多世代交流センター費,09,東多世代交流センター中高生・若者交流事業費,09東多世代交流センター中高生・若者交流事業費,07,報償費,07報償費,01,講師謝礼,01講師謝礼,会計01/款03/項02/目06/事項09/節07/細々節01,708000,JPY,708,千円,2409,10,社会保護,assigned,retained,,,款,社会福祉・児童福祉・生活保護。COFOG 10 社会保護,minsei
132047:2024:expenditure:approved:cba1132d54c4a27c,132047,三鷹市,2024,expenditure,approved,当初予算,01,一般会計,01一般会計,03,民生費,03民生費,02,児童福祉費,02児童福祉費,06,多世代交流センター費,06多世代交流センター費,09,東多世代交流センター中高生・若者交流事業費,09東多世代交流センター中高生・若者交流事業費,07,報償費,07報償費,01,謝礼品購入費,01謝礼品購入費,会計01/款03/項02/目06/事項09/節07/細々節01,30000,JPY,30,千円,2410,10,社会保護,assigned,retained,,,款,社会福祉・児童福祉・生活保護。COFOG 10 社会保護,minsei
132047:2024:expenditure:approved:47060a3ffaf38676,132047,三鷹市,2024,expenditure,approved,当初予算,01,一般会計,01一般会計,03,民生費,03民生費,02,児童福祉費,02児童福祉費,06,多世代交流センター費,06多世代交流センター費,09,東多世代交流センター中高生・若者交流事業費,09東多世代交流センター中高生・若者交流事業費,10,需用費,10需用費,01,諸消耗品費,01諸消耗品費,会計01/款03/項02/目06/事項09/節10/細々節01,100000,JPY,100,千円,2411,10,社会保護,assigned,retained,,,款,社会福祉・児童福祉・生活保護。COFOG 10 社会保護,minsei
132047:2024:expenditure:approved:8536e4c471c7b120,132047,三鷹市,2024,expenditure,approved,当初予算,01,一般会計,01一般会計,03,民生費,03民生費,02,児童福祉費,02児童福祉費,06,多世代交流センター費,06多世代交流センター費,09,東多世代交流センター中高生・若者交流事業費,09東多世代交流センター中高生・若者交流事業費,10,需用費,10需用費,01,食材購入費,01食材購入費,会計01/款03/項02/目06/事項09/節10/細々節01,120000,JPY,120,千円,2412,10,社会保護,assigned,retained,,,款,社会福祉・児童福祉・生活保護。COFOG 10 社会保護,minsei
132047:2024:expenditure:approved:b4df63f5e9bba55b,132047,三鷹市,2024,expenditure,approved,当初予算,01,一般会計,01一般会計,03,民生費,03民生費,02,児童福祉費,02児童福祉費,06,多世代交流センター費,06多世代交流センター費,09,東多世代交流センター中高生・若者交流事業費,09東多世代交流センター中高生・若者交流事業費,11,役務費,11役務費,01,郵便料,01郵便料,会計01/款03/項02/目06/事項09/節11/細々節01,13000,JPY,13,千円,2413,10,社会保護,assigned,retained,,,款,社会福祉・児童福祉・生活保護。COFOG 10 社会保護,minsei
132047:2024:expenditure:approved:9bcdf083051effb9,132047,三鷹市,2024,expenditure,approved,当初予算,01,一般会計,01一般会計,03,民生費,03民生費,02,児童福祉費,02児童福祉費,06,多世代交流センター費,06多世代交流センター費,10,東多世代交流センター多世代交流事業費,10東多世代交流センター多世代交流事業費,01,報酬,01報酬,01,時間額職員報酬,01時間額職員報酬,会計01/款03/項02/目06/事項10/節01/細々節01,504000,JPY,504,千円,2414,10,社会保護,assigned,retained,,,款,社会福祉・児童福祉・生活保護。COFOG 10 社会保護,minsei
132047:2024:expenditure:approved:1e44c20c86b14502,132047,三鷹市,2024,expenditure,approved,当初予算,01,一般会計,01一般会計,03,民生費,03民生費,02,児童福祉費,02児童福祉費,06,多世代交流センター費,06多世代交流センター費,10,東多世代交流センター多世代交流事業費,10東多世代交流センター多世代交流事業費,04,共済費,04共済費,01,時間額職員共済費,01時間額職員共済費,会計01/款03/項02/目06/事項10/節04/細々節01,3000,JPY,3,千円,2415,10,社会保護,assigned,retained,,,款,社会福祉・児童福祉・生活保護。COFOG 10 社会保護,minsei
132047:2024:expenditure:approved:3bb841bab929198e,132047,三鷹市,2024,expenditure,approved,当初予算,01,一般会計,01一般会計,03,民生費,03民生費,02,児童福祉費,02児童福祉費,06,多世代交流センター費,06多世代交流センター費,10,東多世代交流センター多世代交流事業費,10東多世代交流センター多世代交流事業費,07,報償費,07報償費,01,講師等謝礼,01講師等謝礼,会計01/款03/項02/目06/事項10/節07/細々節01,320000,JPY,320,千円,2416,10,社会保護,assigned,retained,,,款,社会福祉・児童福祉・生活保護。COFOG 10 社会保護,minsei
132047:2024:expenditure:approved:dab3a5790b05fb12,132047,三鷹市,2024,expenditure,approved,当初予算,01,一般会計,01一般会計,03,民生費,03民生費,02,児童福祉費,02児童福祉費,06,多世代交流センター費,06多世代交流センター費,10,東多世代交流センター多世代交流事業費,10東多世代交流センター多世代交流事業費,10,需用費,10需用費,01,諸消耗品費,01諸消耗品費,会計01/款03/項02/目06/事項10/節10/細々節01,420000,JPY,420,千円,2417,10,社会保護,assigned,retained,,,款,社会福祉・児童福祉・生活保護。COFOG 10 社会保護,minsei
132047:2024:expenditure:approved:e7188e003d8b9438,132047,三鷹市,2024,expenditure,approved,当初予算,01,一般会計,01一般会計,03,民生費,03民生費,02,児童福祉費,02児童福祉費,06,多世代交流センター費,06多世代交流センター費,10,東多世代交流センター多世代交流事業費,10東多世代交流センター多世代交流事業費,10,需用費,10需用費,01,諸賄費,01諸賄費,会計01/款03/項02/目06/事項10/節10/細々節01,50000,JPY,50,千円,2418,10,社会保護,assigned,retained,,,款,社会福祉・児童福祉・生活保護。COFOG 10 社会保護,minsei
132047:2024:expenditure:approved:8ecddd9ba045b11b,132047,三鷹市,2024,expenditure,approved,当初予算,01,一般会計,01一般会計,03,民生費,03民生費,02,児童福祉費,02児童福祉費,06,多世代交流センター費,06多世代交流センター費,10,東多世代交流センター多世代交流事業費,10東多世代交流センター多世代交流事業費,11,役務費,11役務費,01,両替等手数料,01両替等手数料,会計01/款03/項02/目06/事項10/節11/細々節01,3000,JPY,3,千円,2419,10,社会保護,assigned,retained,,,款,社会福祉・児童福祉・生活保護。COFOG 10 社会保護,minsei
132047:2024:expenditure:approved:ee00a9c339c9c1ee,132047,三鷹市,2024,expenditure,approved,当初予算,01,一般会計,01一般会計,03,民生費,03民生費,02,児童福祉費,02児童福祉費,06,多世代交流センター費,06多世代交流センター費,11,西多世代交流センター施設管理費,11西多世代交流センター施設管理費,01,報酬,01報酬,01,支援員報酬　３人,01支援員報酬　３人,会計01/款03/項02/目06/事項11/節01/細々節01,7614000,JPY,7614,千円,2420,10,社会保護,assigned,retained,,,款,社会福祉・児童福祉・生活保護。COFOG 10 社会保護,minsei
132047:2024:expenditure:approved:3c480b459468e30b,132047,三鷹市,2024,expenditure,approved,当初予算,01,一般会計,01一般会計,03,民生費,03民生費,02,児童福祉費,02児童福祉費,06,多世代交流センター費,06多世代交流センター費,11,西多世代交流センター施設管理費,11西多世代交流センター施設管理費,01,報酬,01報酬,01,時間額職員報酬,01時間額職員報酬,会計01/款03/項02/目06/事項11/節01/細々節01,1313000,JPY,1313,千円,2421,10,社会保護,assigned,retained,,,款,社会福祉・児童福祉・生活保護。COFOG 10 社会保護,minsei
132047:2024:expenditure:approved:45af200bafcdedfd,132047,三鷹市,2024,expenditure,approved,当初予算,01,一般会計,01一般会計,03,民生費,03民生費,02,児童福祉費,02児童福祉費,06,多世代交流センター費,06多世代交流センター費,11,西多世代交流センター施設管理費,11西多世代交流センター施設管理費,03,職員手当等,03職員手当等,01,支援員期末・勤勉手当,01支援員期末・勤勉手当,会計01/款03/項02/目06/事項11/節03/細々節01,2672000,JPY,2672,千円,2422,10,社会保護,assigned,retained,,,款,社会福祉・児童福祉・生活保護。COFOG 10 社会保護,minsei
132047:2024:expenditure:approved:5d2138047f739ca6,132047,三鷹市,2024,expenditure,approved,当初予算,01,一般会計,01一般会計,03,民生費,03民生費,02,児童福祉費,02児童福祉費,06,多世代交流センター費,06多世代交流センター費,11,西多世代交流センター施設管理費,11西多世代交流センター施設管理費,04,共済費,04共済費,01,支援員共済費,01支援員共済費,会計01/款03/項02/目06/事項11/節04/細々節01,1721000,JPY,1721,千円,2423,10,社会保護,assigned,retained,,,款,社会福祉・児童福祉・生活保護。COFOG 10 社会保護,minsei
132047:2024:expenditure:approved:cc31509fbc84df01,132047,三鷹市,2024,expenditure,approved,当初予算,01,一般会計,01一般会計,03,民生費,03民生費,02,児童福祉費,02児童福祉費,06,多世代交流センター費,06多世代交流センター費,11,西多世代交流センター施設管理費,11西多世代交流センター施設管理費,04,共済費,04共済費,01,時間額職員共済費,01時間額職員共済費,会計01/款03/項02/目06/事項11/節04/細々節01,6000,JPY,6,千円,2424,10,社会保護,assigned,retained,,,款,社会福祉・児童福祉・生活保護。COFOG 10 社会保護,minsei
132047:2024:expenditure:approved:4cc2f99666da6809,132047,三鷹市,2024,expenditure,approved,当初予算,01,一般会計,01一般会計,03,民生費,03民生費,02,児童福祉費,02児童福祉費,06,多世代交流センター費,06多世代交流センター費,11,西多世代交流センター施設管理費,11西多世代交流センター施設管理費,10,需用費,10需用費,01,諸消耗品費,01諸消耗品費,会計01/款03/項02/目06/事項11/節10/細々節01,263000,JPY,263,千円,2425,10,社会保護,assigned,retained,,,款,社会福祉・児童福祉・生活保護。COFOG 10 社会保護,minsei
132047:2024:expenditure:approved:b68c43312f2e9f33,132047,三鷹市,2024,expenditure,approved,当初予算,01,一般会計,01一般会計,03,民生費,03民生費,02,児童福祉費,02児童福祉費,06,多世代交流センター費,06多世代交流センター費,11,西多世代交流センター施設管理費,11西多世代交流センター施設管理費,10,需用費,10需用費,01,自動車修繕料,01自動車修繕料,会計01/款03/項02/目06/事項11/節10/細々節01,31000,JPY,31,千円,2426,10,社会保護,assigned,retained,,,款,社会福祉・児童福祉・生活保護。COFOG 10 社会保護,minsei
132047:2024:expenditure:approved:83e7c08aac020416,132047,三鷹市,2024,expenditure,approved,当初予算,01,一般会計,01一般会計,03,民生費,03民生費,02,児童福祉費,02児童福祉費,06,多世代交流センター費,06多世代交流センター費,11,西多世代交流センター施設管理費,11西多世代交流センター施設管理費,10,需用費,10需用費,02,諸修繕料,02諸修繕料,会計01/款03/項02/目06/事項11/節10/細々節02,500000,JPY,500,千円,2427,10,社会保護,assigned,retained,,,款,社会福祉・児童福祉・生活保護。COFOG 10 社会保護,minsei
132047:2024:expenditure:approved:ccc024aa20c0139c,132047,三鷹市,2024,expenditure,approved,当初予算,01,一般会計,01一般会計,03,民生費,03民生費,02,児童福祉費,02児童福祉費,06,多世代交流センター費,06多世代交流センター費,11,西多世代交流センター施設管理費,11西多世代交流センター施設管理費,10,需用費,10需用費,01,電気料,01電気料,会計01/款03/項02/目06/事項11/節10/細々節01,2160000,JPY,2160,千円,2428,10,社会保護,assigned,retained,,,款,社会福祉・児童福祉・生活保護。COFOG 10 社会保護,minsei
132047:2024:expenditure:approved:30ecadc26739ffd3,132047,三鷹市,2024,expenditure,approved,当初予算,01,一般会計,01一般会計,03,民生費,03民生費,02,児童福祉費,02児童福祉費,06,多世代交流センター費,06多世代交流センター費,11,西多世代交流センター施設管理費,11西多世代交流センター施設管理費,10,需用費,10需用費,02,ガス料,02ガス料,会計01/款03/項02/目06/事項11/節10/細々節02,16000,JPY,16,千円,2429,10,社会保護,assigned,retained,,,款,社会福祉・児童福祉・生活保護。COFOG 10 社会保護,minsei
132047:2024:expenditure:approved:2b70bb9cb9341acb,132047,三鷹市,2024,expenditure,approved,当初予算,01,一般会計,01一般会計,03,民生費,03民生費,02,児童福祉費,02児童福祉費,06,多世代交流センター費,06多世代交流センター費,11,西多世代交流センター施設管理費,11西多世代交流センター施設管理費,10,需用費,10需用費,03,水道料,03水道料,会計01/款03/項02/目06/事項11/節10/細々節03,264000,JPY,264,千円,2430,10,社会保護,assigned,retained,,,款,社会福祉・児童福祉・生活保護。COFOG 10 社会保護,minsei
132047:2024:expenditure:approved:34a481c8fb9102c2,132047,三鷹市,2024,expenditure,approved,当初予算,01,一般会計,01一般会計,03,民生費,03民生費,02,児童福祉費,02児童福祉費,06,多世代交流センター費,06多世代交流センター費,11,西多世代交流センター施設管理費,11西多世代交流センター施設管理費,11,役務費,11役務費,01,郵便料,01郵便料,会計01/款03/項02/目06/事項11/節11/細々節01,6000,JPY,6,千円,2431,10,社会保護,assigned,retained,,,款,社会福祉・児童福祉・生活保護。COFOG 10 社会保護,minsei
132047:2024:expenditure:approved:4d83f2cff1ea3c63,132047,三鷹市,2024,expenditure,approved,当初予算,01,一般会計,01一般会計,03,民生費,03民生費,02,児童福祉費,02児童福祉費,06,多世代交流センター費,06多世代交流センター費,11,西多世代交流センター施設管理費,11西多世代交流センター施設管理費,11,役務費,11役務費,02,電話料,02電話料,会計01/款03/項02/目06/事項11/節11/細々節02,328000,JPY,328,千円,2432,10,社会保護,assigned,retained,,,款,社会福祉・児童福祉・生活保護。COFOG 10 社会保護,minsei
132047:2024:expenditure:approved:13c09fbd7ad8f273,132047,三鷹市,2024,expenditure,approved,当初予算,01,一般会計,01一般会計,03,民生費,03民生費,02,児童福祉費,02児童福祉費,06,多世代交流センター費,06多世代交流センター費,11,西多世代交流センター施設管理費,11西多世代交流センター施設管理費,11,役務費,11役務費,03,回線使用料,03回線使用料,会計01/款03/項02/目06/事項11/節11/細々節03,119000,JPY,119,千円,2433,10,社会保護,assigned,retained,,,款,社会福祉・児童福祉・生活保護。COFOG 10 社会保護,minsei
132047:2024:expenditure:approved:6e48571b266bfbde,132047,三鷹市,2024,expenditure,approved,当初予算,01,一般会計,01一般会計,03,民生費,03民生費,02,児童福祉費,02児童福祉費,06,多世代交流センター費,06多世代交流センター費,11,西多世代交流センター施設管理費,11西多世代交流センター施設管理費,11,役務費,11役務費,01,洗濯代,01洗濯代,会計01/款03/項02/目06/事項11/節11/細々節01,34000,JPY,34,千円,2434,10,社会保護,assigned,retained,,,款,社会福祉・児童福祉・生活保護。COFOG 10 社会保護,minsei
132047:2024:expenditure:approved:ae1a3a2b08b8235a,132047,三鷹市,2024,expenditure,approved,当初予算,01,一般会計,01一般会計,03,民生費,03民生費,02,児童福祉費,02児童福祉費,06,多世代交流センター費,06多世代交流センター費,11,西多世代交流センター施設管理費,11西多世代交流センター施設管理費,11,役務費,11役務費,02,ピアノ調律料,02ピアノ調律料,会計01/款03/項02/目06/事項11/節11/細々節02,11000,JPY,11,千円,2435,10,社会保護,assigned,retained,,,款,社会福祉・児童福祉・生活保護。COFOG 10 社会保護,minsei
132047:2024:expenditure:approved:a3f33e7d1fd89832,132047,三鷹市,2024,expenditure,approved,当初予算,01,一般会計,01一般会計,03,民生費,03民生費,02,児童福祉費,02児童福祉費,06,多世代交流センター費,06多世代交流センター費,11,西多世代交流センター施設管理費,11西多世代交流センター施設管理費,11,役務費,11役務費,01,市民活動災害補償保険適用外災害補償保険料,01市民活動災害補償保険適用外災害補償保険料,会計01/款03/項02/目06/事項11/節11/細々節01,9000,JPY,9,千円,2436,10,社会保護,assigned,retained,,,款,社会福祉・児童福祉・生活保護。COFOG 10 社会保護,minsei
132047:2024:expenditure:approved:d8a307b888b3b47f,132047,三鷹市,2024,expenditure,approved,当初予算,01,一般会計,01一般会計,03,民生費,03民生費,02,児童福祉費,02児童福祉費,06,多世代交流センター費,06多世代交流センター費,11,西多世代交流センター施設管理費,11西多世代交流センター施設管理費,12,委託料,12委託料,01,設備保守委託料,01設備保守委託料,会計01/款03/項02/目06/事項11/節12/細々節01,997000,JPY,997,千円,2437,10,社会保護,assigned,retained,,,款,社会福祉・児童福祉・生活保護。COFOG 10 社会保護,minsei
132047:2024:expenditure:approved:82f8e3b0ff2e5791,132047,三鷹市,2024,expenditure,approved,当初予算,01,一般会計,01一般会計,03,民生費,03民生費,02,児童福祉費,02児童福祉費,06,多世代交流センター費,06多世代交流センター費,11,西多世代交流センター施設管理費,11西多世代交流センター施設管理費,12,委託料,12委託料,02,清掃委託料,02清掃委託料,会計01/款03/項02/目06/事項11/節12/細々節02,3958000,JPY,3958,千円,2438,10,社会保護,assigned,retained,,,款,社会福祉・児童福祉・生活保護。COFOG 10 社会保護,minsei
132047:2024:expenditure:approved:ab61669d1f0ae76d,132047,三鷹市,2024,expenditure,approved,当初予算,01,一般会計,01一般会計,03,民生費,03民生費,02,児童福祉費,02児童福祉費,06,多世代交流センター費,06多世代交流センター費,11,西多世代交流センター施設管理費,11西多世代交流センター施設管理費,12,委託料,12委託料,03,警備等委託料,03警備等委託料,会計01/款03/項02/目06/事項11/節12/細々節03,1493000,JPY,1493,千円,2439,10,社会保護,assigned,retained,,,款,社会福祉・児童福祉・生活保護。COFOG 10 社会保護,minsei
132047:2024:expenditure:approved:5fae3d2d781d97b8,132047,三鷹市,2024,expenditure,approved,当初予算,01,一般会計,01一般会計,03,民生費,03民生費,02,児童福祉費,02児童福祉費,06,多世代交流センター費,06多世代交流センター費,11,西多世代交流センター施設管理費,11西多世代交流センター施設管理費,12,委託料,12委託料,04,ごみ収集処理委託料,04ごみ収集処理委託料,会計01/款03/項02/目06/事項11/節12/細々節04,208000,JPY,208,千円,2440,10,社会保護,assigned,retained,,,款,社会福祉・児童福祉・生活保護。COFOG 10 社会保護,minsei
132047:2024:expenditure:approved:4ed15c18b16978a7,132047,三鷹市,2024,expenditure,approved,当初予算,01,一般会計,01一般会計,03,民生費,03民生費,02,児童福祉費,02児童福祉費,06,多世代交流センター費,06多世代交流センター費,11,西多世代交流センター施設管理費,11西多世代交流センター施設管理費,13,使用料及び賃借料,13使用料及び賃借料,01,玄関マット使用料,01玄関マット使用料,会計01/款03/項02/目06/事項11/節13/細々節01,24000,JPY,24,千円,2441,10,社会保護,assigned,retained,,,款,社会福祉・児童福祉・生活保護。COFOG 10 社会保護,minsei
132047:2024:expenditure:approved:0af2547919910b53,132047,三鷹市,2024,expenditure,approved,当初予算,01,一般会計,01一般会計,03,民生費,03民生費,02,児童福祉費,02児童福祉費,06,多世代交流センター費,06多世代交流センター費,11,西多世代交流センター施設管理費,11西多世代交流センター施設管理費,13,使用料及び賃借料,13使用料及び賃借料,02,ＡＥＤ機器使用料,02ＡＥＤ機器使用料,会計01/款03/項02/目06/事項11/節13/細々節02,61000,JPY,61,千円,2442,10,社会保護,assigned,retained,,,款,社会福祉・児童福祉・生活保護。COFOG 10 社会保護,minsei
132047:2024:expenditure:approved:7628d5d56edc6afe,132047,三鷹市,2024,expenditure,approved,当初予算,01,一般会計,01一般会計,03,民生費,03民生費,02,児童福祉費,02児童福祉費,06,多世代交流センター費,06多世代交流センター費,11,西多世代交流センター施設管理費,11西多世代交流センター施設管理費,13,使用料及び賃借料,13使用料及び賃借料,03,情報機器等使用料,03情報機器等使用料,会計01/款03/項02/目06/事項11/節13/細々節03,132000,JPY,132,千円,2443,10,社会保護,assigned,retained,,,款,社会福祉・児童福祉・生活保護。COFOG 10 社会保護,minsei
132047:2024:expenditure:approved:45eadc520b8e7f4e,132047,三鷹市,2024,expenditure,approved,当初予算,01,一般会計,01一般会計,03,民生費,03民生費,02,児童福祉費,02児童福祉費,06,多世代交流センター費,06多世代交流センター費,11,西多世代交流センター施設管理費,11西多世代交流センター施設管理費,14,工事請負費,14工事請負費,01,維持補修工事費,01維持補修工事費,会計01/款03/項02/目06/事項11/節14/細々節01,400000,JPY,400,千円,2444,10,社会保護,assigned,retained,,,款,社会福祉・児童福祉・生活保護。COFOG 10 社会保護,minsei
132047:2024:expenditure:approved:6c8f6ff28a56bd4a,132047,三鷹市,2024,expenditure,approved,当初予算,01,一般会計,01一般会計,03,民生費,03民生費,02,児童福祉費,02児童福祉費,06,多世代交流センター費,06多世代交流センター費,11,西多世代交流センター施設管理費,11西多世代交流センター施設管理費,14,工事請負費,14工事請負費,02,施設改修工事費,02施設改修工事費,会計01/款03/項02/目06/事項11/節14/細々節02,23269000,JPY,23269,千円,2445,10,社会保護,assigned,retained,,,款,社会福祉・児童福祉・生活保護。COFOG 10 社会保護,minsei
132047:2024:expenditure:approved:7dd07293fcf0ac18,132047,三鷹市,2024,expenditure,approved,当初予算,01,一般会計,01一般会計,03,民生費,03民生費,02,児童福祉費,02児童福祉費,06,多世代交流センター費,06多世代交流センター費,12,西多世代交流センター体力増進事業費,12西多世代交流センター体力増進事業費,07,報償費,07報償費,01,指導者謝礼,01指導者謝礼,会計01/款03/項02/目06/事項12/節07/細々節01,255000,JPY,255,千円,2446,10,社会保護,assigned,retained,,,款,社会福祉・児童福祉・生活保護。COFOG 10 社会保護,minsei
132047:2024:expenditure:approved:661a21a946d050ee,132047,三鷹市,2024,expenditure,approved,当初予算,01,一般会計,01一般会計,03,民生費,03民生費,02,児童福祉費,02児童福祉費,06,多世代交流センター費,06多世代交流センター費,13,西多世代交流センター子どもクラブ事業費,13西多世代交流センター子どもクラブ事業費,07,報償費,07報償費,01,講師謝礼,01講師謝礼,会計01/款03/項02/目06/事項13/節07/細々節01,235000,JPY,235,千円,2447,10,社会保護,assigned,retained,,,款,社会福祉・児童福祉・生活保護。COFOG 10 社会保護,minsei
132047:2024:expenditure:approved:c2bbe36a79401ec6,132047,三鷹市,2024,expenditure,approved,当初予算,01,一般会計,01一般会計,03,民生費,03民生費,02,児童福祉費,02児童福祉費,06,多世代交流センター費,06多世代交流センター費,14,西多世代交流センター子育て啓発事業費,14西多世代交流センター子育て啓発事業費,01,報酬,01報酬,01,時間額職員報酬,01時間額職員報酬,会計01/款03/項02/目06/事項14/節01/細々節01,1784000,JPY,1784,千円,2448,10,社会保護,assigned,retained,,,款,社会福祉・児童福祉・生活保護。COFOG 10 社会保護,minsei
132047:2024:expenditure:approved:db6fbf84b2ee54a8,132047,三鷹市,2024,expenditure,approved,当初予算,01,一般会計,01一般会計,03,民生費,03民生費,02,児童福祉費,02児童福祉費,06,多世代交流センター費,06多世代交流センター費,14,西多世代交流センター子育て啓発事業費,14西多世代交流センター子育て啓発事業費,04,共済費,04共済費,01,時間額職員共済費,01時間額職員共済費,会計01/款03/項02/目06/事項14/節04/細々節01,8000,JPY,8,千円,2449,10,社会保護,assigned,retained,,,款,社会福祉・児童福祉・生活保護。COFOG 10 社会保護,minsei
132047:2024:expenditure:approved:a32a1e1f76a1e32d,132047,三鷹市,2024,expenditure,approved,当初予算,01,一般会計,01一般会計,03,民生費,03民生費,02,児童福祉費,02児童福祉費,06,多世代交流センター費,06多世代交流センター費,14,西多世代交流センター子育て啓発事業費,14西多世代交流センター子育て啓発事業費,07,報償費,07報償費,01,講師謝礼,01講師謝礼,会計01/款03/項02/目06/事項14/節07/細々節01,225000,JPY,225,千円,2450,10,社会保護,assigned,retained,,,款,社会福祉・児童福祉・生活保護。COFOG 10 社会保護,minsei
